probe    C8 Avg	Control Avg
1764940_at	2.32832	2.33202
1762335_s_at	2.51874	2.49474
1760731_s_at	2.46976	2.56165
1768798_s_at	2.58682	2.60714
1761641_s_at	4.62886	4.40100
1760914_s_at	2.61505	2.69672
1759948_s_at	2.38559	2.40133
1766928_at	2.37667	2.41008
1769213_s_at	3.63195	3.14087
1759161_s_at	2.33820	2.36403
1761524_s_at	2.66435	2.69758
1768481_s_at	2.77461	2.55349
1761889_s_at	2.38685	2.39041
1767076_s_at	2.36196	2.42709
1765094_s_at	2.30459	2.30651
1767749_s_at	3.65697	3.43468
1766891_s_at	2.31630	2.34498
1768564_s_at	2.33421	2.41040
1765554_s_at	2.32028	2.33827
1761244_s_at	7.97066	7.72631
1764674_s_at	2.40857	2.35998
1760501_s_at	2.72509	2.52954
1761269_s_at	2.49185	2.35462
1768672_s_at	3.16334	3.11930
1761861_s_at	2.33644	2.33839
1767068_s_at	2.67658	2.60806
1766204_s_at	3.50878	3.46566
1761709_s_at	2.37639	2.37846
1767788_s_at	2.31257	2.40016
1764100_s_at	2.82963	2.72378
1761927_s_at	2.36471	2.35836
1763287_s_at	2.41721	2.46632
1767827_s_at	2.29070	2.29252
1760002_at	2.31218	2.31347
1768322_at	2.41726	2.41942
1762253_s_at	2.49392	2.38512
1764455_s_at	2.36634	2.38060
1765284_s_at	4.11577	4.33489
1768720_s_at	2.33572	2.34034
1759942_at	2.29433	2.29669
1768582_s_at	2.51383	2.43801
1759981_s_at	2.49515	2.44473
1765022_s_at	3.17674	3.01298
1765792_s_at	2.42872	2.45385
1759643_s_at	2.33621	2.38456
1766318_at	2.61693	2.58079
1759500_s_at	2.38299	2.41160
1769170_at	2.41700	2.33767
1760317_s_at	2.34589	2.37736
1761161_s_at	2.33741	2.29257
1762319_at	2.37980	2.40336
1767526_s_at	2.34595	2.30610
1766357_at	3.44380	3.07731
1768550_s_at	2.38359	2.39056
1760757_s_at	2.46138	2.62427
1767976_s_at	2.27513	2.28422
1766196_s_at	2.42582	2.42449
1763419_s_at	2.33953	2.32576
1762568_s_at	11.71743	11.50581
1768821_s_at	5.03027	5.01254
1764114_at	2.41312	2.37428
1760454_s_at	2.42244	2.49961
1762047_s_at	2.41120	2.45765
1765897_s_at	2.44160	2.39121
1765795_s_at	2.95305	3.32159
1764571_s_at	3.43588	3.28997
1762160_s_at	2.43838	2.45622
1759744_s_at	3.64104	3.48677
1768176_at	2.37981	2.40393
1761114_s_at	9.07741	9.94181
1767854_s_at	2.69135	2.69289
1764913_s_at	2.43100	2.45379
1768403_at	2.34136	2.38779
1767448_s_at	2.29092	2.30528
1766053_s_at	3.08684	2.78497
1763036_s_at	2.83148	2.46573
1759821_s_at	3.49358	3.40500
1768724_s_at	2.39126	2.41403
1761326_s_at	4.45358	4.30371
1764673_s_at	2.32485	2.33712
1765468_s_at	2.43605	2.36999
1767732_s_at	2.31897	2.29809
1765016_s_at	3.32460	3.26273
1763011_at	2.40660	2.40824
1765037_s_at	2.44234	2.55006
1764247_s_at	3.53724	2.77147
1764111_s_at	3.26079	2.93236
1764971_s_at	2.40057	2.47014
1767000_s_at	2.81306	2.67892
1767912_s_at	2.43913	2.33392
1763799_s_at	2.48710	2.41783
1762534_s_at	3.42090	3.41232
1761406_s_at	2.42834	2.34798
1768279_s_at	2.83152	2.54779
1769164_s_at	3.04699	3.38734
1764023_s_at	3.38076	3.41880
1766568_s_at	9.60324	9.48716
1759257_s_at	2.34738	2.40422
AFFX-r2-Bs-phe-3_at	2.34074	2.49936
1767770_at	2.31738	2.32149
1766974_s_at	4.56256	4.71377
1762809_s_at	2.33879	2.33201
1768270_s_at	2.54304	2.47992
1764147_at	2.34565	2.34759
1762106_s_at	2.63003	2.56410
1762604_s_at	2.41702	2.36952
1762993_s_at	2.78812	2.68276
1767478_s_at	2.45000	2.33973
1760130_s_at	2.44771	2.39200
1764574_at	2.49695	2.39545
1760584_s_at	2.87406	2.74092
1762444_s_at	2.33012	2.38895
1767610_s_at	2.64691	2.62779
1766004_x_at	2.30695	2.32577
1764069_at	2.37820	2.38411
1761930_s_at	2.42271	2.37368
1767132_s_at	2.34646	2.34265
1762520_s_at	2.37872	2.45456
1767016_at	2.39508	2.44578
1764026_at	2.32553	2.41961
1768196_at	2.39488	2.42472
1765245_s_at	2.58486	2.59600
1761724_s_at	5.00080	4.84560
1764713_s_at	3.07284	2.77964
1768359_s_at	3.17581	2.47309
1762564_s_at	2.52160	2.56239
1767319_s_at	5.09525	4.69530
1768105_s_at	2.27105	2.32089
1759966_s_at	2.40425	2.39379
1760764_s_at	2.49435	2.36725
1764036_s_at	2.45158	2.49666
1767930_at	2.36722	2.38976
1762037_s_at	2.77620	2.69703
1759590_s_at	2.36571	2.38692
1766608_s_at	2.41069	2.45723
1760112_s_at	2.46024	2.37098
1766460_at	2.37402	2.33801
1761131_at	2.33598	2.46608
1763037_s_at	2.34996	2.38564
1765265_s_at	2.40647	2.34928
1768469_at	2.35963	2.39391
1769222_s_at	2.32062	2.34950
1767670_s_at	2.47997	2.37299
1761313_at	2.32287	2.33149
1764709_s_at	2.38645	2.38628
1761998_s_at	2.95864	2.36549
1764656_s_at	2.37787	2.45935
1759083_at	2.52634	2.42269
1760988_s_at	2.32924	2.39890
1760036_at	2.38219	2.41265
1768508_s_at	2.33846	2.31206
1765363_s_at	2.82563	2.76489
1769041_s_at	2.39903	2.40740
1766906_at	2.39580	2.42613
1767187_s_at	2.33988	2.31668
1763655_s_at	2.38620	2.37286
1768347_at	2.97204	2.96738
1768939_s_at	2.37299	2.47040
1768826_s_at	2.43352	2.36850
1761763_s_at	2.34397	2.32156
1765991_s_at	2.45953	2.53766
1761984_at	2.33607	2.40270
1768538_s_at	2.71901	2.69203
1761404_at	2.31592	2.34987
1761875_s_at	2.62433	2.67483
1765014_s_at	3.00819	3.10022
1762588_s_at	2.34444	2.34705
1766535_s_at	2.68504	2.76907
1764037_s_at	2.36892	2.38800
1763044_at	2.30396	2.31417
1765617_s_at	2.35593	2.36933
1765279_s_at	2.55519	2.44924
1767286_s_at	2.95810	3.04738
1761845_s_at	3.00949	3.05237
1761471_s_at	2.40062	2.37019
1769169_s_at	2.69914	2.41345
1765368_s_at	2.42959	2.40574
1761883_s_at	2.39626	2.38398
1760072_at	2.56691	2.44324
1761983_s_at	2.47191	2.64440
1762109_s_at	2.47623	2.41510
1763997_s_at	4.70859	4.62412
1759075_at	2.79628	2.77518
1764272_s_at	3.82774	3.98769
1769057_s_at	2.34735	2.37716
1765236_at	2.34378	2.37151
1768216_s_at	3.27177	3.36090
1764013_s_at	2.35099	2.41332
1761255_s_at	2.37422	2.38765
1768149_s_at	2.37324	2.40727
1761781_s_at	2.41071	2.45584
1762628_s_at	2.47635	2.43247
1760073_s_at	2.35476	2.47957
1769182_s_at	2.38537	2.46295
1762880_s_at	2.44820	2.39247
1766567_s_at	2.44782	2.52208
1763468_s_at	2.40974	2.45338
1768654_s_at	2.48829	2.39283
1761628_s_at	5.18893	5.21303
1760472_s_at	2.38413	2.38933
1766892_s_at	2.60855	2.85175
1760239_s_at	2.38511	2.45714
1768670_s_at	2.58602	2.43763
1768342_at	2.73243	2.56196
1768722_s_at	3.49003	3.84441
1763361_s_at	2.62679	2.56085
1762756_s_at	2.33925	2.36246
1763175_s_at	2.32524	2.33022
1760116_s_at	2.35377	2.38471
1769242_s_at	2.38034	2.38575
1769205_s_at	2.47113	2.45145
1768087_s_at	2.37148	2.51795
1762497_s_at	2.37139	2.30035
1764864_s_at	2.39275	2.46434
1766887_s_at	3.51645	3.26707
1763864_s_at	2.35869	2.34509
1761107_s_at	2.30581	2.31643
1766940_at	2.42593	2.42927
1760869_s_at	2.53798	2.57137
1759127_s_at	2.58357	2.50279
1760559_s_at	2.49494	2.55417
1762723_s_at	2.37983	2.51286
1761757_at	2.45683	2.39834
1760216_s_at	2.35250	2.40386
1764475_s_at	2.39014	2.40218
1767452_s_at	2.33778	2.30592
1761532_at	2.41632	2.41901
AFFX-DapX-M_at	2.73177	2.83213
1767851_at	2.35434	2.38579
1766378_s_at	2.47344	2.39105
1760727_s_at	2.92394	2.47037
1763248_at	2.37167	2.37560
1763581_s_at	3.35589	3.43717
1761467_s_at	2.51223	2.42059
1766638_s_at	2.73716	2.88135
1767127_s_at	2.36627	2.39062
1764675_at	2.62967	2.45286
1762958_s_at	2.61000	2.51949
1760250_s_at	2.57376	2.46776
1769097_at	2.61731	2.47341
1760299_s_at	2.40898	2.31990
1768036_at	2.49194	2.52894
1762336_at	2.35713	2.35211
1760912_at	2.29266	2.31667
1763153_s_at	2.42928	2.32615
1759084_s_at	2.42236	2.34087
1761806_s_at	2.44469	2.51550
1764812_s_at	2.32934	2.32300
1768170_at	2.47688	2.49075
1759331_s_at	2.53413	2.44312
1760942_s_at	2.34892	2.35164
1761439_x_at	2.37931	2.35931
1768471_s_at	2.40017	2.34762
1761995_s_at	2.36729	2.33508
AFFX-BioC-3_at	2.71684	2.42946
1767036_at	2.43855	2.37319
1768182_s_at	2.33294	2.41917
1761110_s_at	2.61995	2.63032
1767763_at	2.40061	2.56979
1766291_s_at	2.50166	2.29493
1766760_at	2.36758	2.37019
AFFX-ThrX-M_at	2.42106	2.44695
1760184_s_at	2.36203	2.36924
1767773_s_at	2.35739	2.53938
1765446_s_at	2.39350	2.34699
1767994_s_at	2.40532	2.42488
1765563_s_at	2.35698	2.39620
1759446_s_at	2.50193	2.56036
1767806_at	2.39907	2.38236
1760669_s_at	2.46578	2.48206
1768255_s_at	2.57711	2.51744
1759520_s_at	2.46400	2.44780
1763931_s_at	3.22807	2.73060
1765875_s_at	2.80059	2.94884
1769114_s_at	2.27885	2.35619
1762957_s_at	2.49823	2.50134
1761769_s_at	2.32606	2.40767
1759691_s_at	2.38490	2.42254
1768212_s_at	2.75169	2.90685
1765546_s_at	2.33258	2.31503
1761803_at	2.40399	2.42484
1766800_s_at	3.46069	3.54527
1761188_s_at	2.35605	2.34313
1769179_s_at	3.02386	2.97643
1763552_s_at	2.39923	2.36330
1759972_s_at	2.42331	2.33465
1759527_s_at	2.44286	2.36857
1767201_at	2.35777	2.35931
1768230_s_at	2.47579	2.33006
1766508_at	2.44617	2.39619
1760150_s_at	2.39647	2.36337
1763910_s_at	2.36254	2.40769
1765500_at	2.40584	2.46690
1764862_s_at	2.37944	2.33622
1759758_s_at	2.67174	2.58494
1760628_s_at	2.34660	2.39336
1763723_s_at	4.56609	4.68867
1768352_s_at	2.39226	2.39224
1764619_s_at	2.94132	2.80407
1761557_s_at	2.58694	2.66832
1760437_s_at	2.67679	2.53882
1764505_s_at	5.25464	5.20983
1761775_s_at	2.85732	2.80785
1761820_s_at	2.46690	2.38272
1763689_s_at	2.32715	2.33975
1769005_s_at	2.47170	2.41610
1764232_at	2.34910	2.40039
1761659_s_at	2.41460	2.35393
1761638_s_at	2.54092	2.35301
1760824_s_at	2.53503	2.40036
1759465_at	2.34848	2.29314
1763154_s_at	2.47655	2.40317
1763593_s_at	2.83710	2.74488
1767527_s_at	3.17755	3.05108
1762795_s_at	2.30681	2.29544
1765694_s_at	2.47489	2.39863
1762979_s_at	2.67881	2.47127
1761729_s_at	2.77742	2.71511
1768158_s_at	2.50770	2.41369
1760830_s_at	2.62829	2.50518
1767671_s_at	2.59306	2.41873
1768696_s_at	4.07695	3.94806
1760355_s_at	4.90441	4.72646
1768664_s_at	4.62884	4.93560
1763585_s_at	3.50000	3.53933
1765775_s_at	2.24404	2.24344
1760096_s_at	2.45206	2.50748
1760946_s_at	2.64927	2.67439
1761666_s_at	2.33233	2.34516
1764930_s_at	3.29632	3.16955
1764434_at	3.88940	3.75030
1761298_at	2.79280	2.76970
1760170_s_at	2.69400	2.43238
1760742_s_at	2.56521	2.44443
1761826_s_at	2.38716	2.46168
1768535_s_at	2.38275	2.35212
1762634_s_at	3.17992	3.01010
1763959_s_at	2.64963	2.42926
1765445_at	2.34109	2.31278
1766191_s_at	2.42730	2.32740
1759492_s_at	2.29791	2.29945
1762172_at	2.83374	2.49675
1759493_s_at	2.58587	2.45228
1762159_at	2.30078	2.30979
1764539_at	2.28816	2.28786
1768899_at	2.36487	2.33970
1766731_s_at	2.63283	2.46982
1762457_at	2.33416	2.35489
1766929_s_at	2.47848	2.54680
1764240_s_at	4.75783	4.71028
1766050_s_at	3.01178	2.95768
1762117_s_at	2.89836	2.94649
1764275_s_at	2.45326	2.36858
1762176_s_at	2.31798	2.42770
1765945_s_at	4.19852	4.05342
1763743_at	2.47690	2.54155
1767023_s_at	2.44627	2.37724
1768979_s_at	2.48892	2.37780
1760891_s_at	2.34212	2.29260
1763977_s_at	2.40258	2.35455
1760619_s_at	2.56510	2.63652
1768406_at	2.33712	2.33862
1764986_at	2.43077	2.43759
1764988_s_at	2.39510	2.33561
1759705_s_at	3.09060	2.91499
1768887_s_at	2.43215	2.47788
1768671_s_at	2.81446	2.97495
1760435_s_at	4.39388	4.57495
1761539_s_at	2.56733	2.45637
1763322_s_at	2.27416	2.40539
1760005_s_at	2.39724	2.41713
1762639_s_at	3.05759	2.54732
1767010_s_at	2.45067	2.41703
1768238_s_at	2.78693	2.38459
1766419_s_at	2.87231	2.66098
1768080_s_at	2.91081	2.42072
1759319_s_at	2.36219	2.33856
1763500_s_at	2.41290	2.44476
1762456_s_at	2.30206	2.28928
1764251_s_at	2.38017	2.38498
1759100_s_at	2.34539	2.39437
1768970_s_at	2.36821	2.32998
1760314_s_at	3.96533	4.04421
1768786_s_at	2.39990	2.40358
1759652_at	2.33751	2.33935
1764104_s_at	2.67554	2.41456
1764947_at	2.90448	2.71413
1764335_s_at	2.87812	2.73136
1767304_at	2.39768	2.40383
1765345_s_at	2.52189	2.44304
1763414_s_at	2.40004	2.30295
1768235_at	2.35044	2.46759
1761577_s_at	2.71784	2.85318
AFFX-BioC-5_at	2.54522	2.35926
1765091_at	5.93661	5.88627
1769078_s_at	2.39825	2.44664
1768423_s_at	2.36015	2.36664
1764548_s_at	2.37534	2.33501
1760493_at	2.29720	2.37872
1764370_s_at	5.43767	5.15428
1759305_s_at	2.65631	2.44213
1759766_s_at	2.60992	2.44516
1760672_s_at	2.81943	2.68795
1762848_s_at	2.58421	2.37985
1762584_s_at	2.37092	2.27907
1760023_s_at	2.42568	2.46379
1761220_s_at	2.41054	2.49512
1765571_s_at	3.21318	3.23869
1761480_s_at	3.78099	3.85340
1760608_s_at	2.38645	2.33025
1762657_s_at	2.64116	2.41645
1765812_s_at	2.33763	2.34336
1761484_s_at	2.45075	2.35037
1763404_s_at	2.34532	2.29968
1768679_s_at	2.35808	2.39232
1767102_at	2.31686	2.35681
1768391_s_at	3.02310	3.07194
1767992_s_at	2.34668	2.34490
1763825_s_at	2.41099	2.36762
1760719_s_at	2.98695	3.00176
1766113_at	2.42427	2.40198
1761152_s_at	4.11501	4.32564
1766280_s_at	2.66334	2.45408
1765889_at	2.36361	2.36542
1764298_s_at	2.42434	2.38085
1766543_s_at	2.42509	2.41199
1760118_s_at	2.47294	2.50818
1763062_s_at	2.53384	2.55273
1762877_s_at	2.44064	2.36349
1764759_at	2.52199	2.62644
1760055_s_at	2.52575	2.38060
1761602_at	2.28660	2.35426
1764349_s_at	2.79268	2.50718
1766619_s_at	2.48121	2.37253
1763995_s_at	2.43543	2.47144
1765552_s_at	2.46027	2.31642
1762735_s_at	2.67411	2.57639
1768244_at	2.39457	2.39617
1767985_at	2.58235	2.43109
1763225_s_at	4.74718	4.56714
1764603_s_at	2.79152	2.45544
1767055_x_at	2.64558	2.51193
1768137_s_at	2.33310	2.31282
1768824_at	2.53258	2.49651
1760310_at	2.39378	2.35324
1765409_s_at	2.40271	2.40743
1761925_s_at	2.43267	2.34880
1765422_at	2.40804	2.31750
1768573_s_at	2.63534	2.55625
1767948_s_at	2.48370	2.39772
1765359_s_at	2.35617	2.39359
1761762_s_at	2.46772	2.41511
1760844_s_at	5.09537	5.30936
1766635_s_at	2.36949	2.36827
1766550_s_at	3.76244	3.42365
1766836_s_at	4.72584	4.96877
1759477_s_at	2.81350	2.67281
1766158_at	2.33271	2.38061
1759952_s_at	2.59808	2.45397
1761320_s_at	2.34684	2.48610
1763725_s_at	2.51214	2.49780
AFFX-r2-Ec-bioC-3_at	2.74517	2.34267
1764001_at	2.31155	2.32274
1763948_s_at	2.88635	2.73322
1760377_s_at	2.43653	2.31810
1764811_s_at	2.42451	2.40308
1767754_at	2.43635	2.35347
1763654_s_at	2.46279	2.33112
1767418_at	2.51708	2.54094
1760887_s_at	2.35375	2.42515
1761474_s_at	2.54338	2.46639
1759259_at	2.71482	2.56674
1765480_s_at	2.44668	2.27189
1767811_s_at	2.35958	2.35130
1763975_s_at	2.43801	2.36019
1768335_at	2.31933	2.38790
1768787_s_at	2.67911	2.48839
1763858_at	2.33321	2.36958
1765066_s_at	5.48739	5.34239
1767090_s_at	2.48339	2.36480
1761867_s_at	2.52834	2.56880
1766195_s_at	2.75414	2.72135
1765451_s_at	3.59818	3.14381
1768415_s_at	3.37137	3.44730
1767210_s_at	2.34516	2.52946
1765874_s_at	2.39791	2.42310
1763892_at	2.35285	2.36722
1766498_at	2.79914	2.76598
1759531_s_at	4.23648	4.09280
1763800_at	2.40154	2.34176
1760443_s_at	4.49349	4.36560
1762876_s_at	2.44450	2.43170
1767920_s_at	3.79981	4.01151
1761951_s_at	2.32045	2.44369
1768479_s_at	3.32139	3.19589
1767925_s_at	2.91274	2.41826
1768486_at	2.31349	2.36664
1765467_s_at	2.44636	2.44816
1763978_s_at	2.59155	2.31003
1762734_s_at	2.62592	2.31131
1763217_s_at	2.46569	2.55313
1762432_s_at	3.03946	2.86784
1768454_s_at	4.40305	4.30298
1762625_at	2.33387	2.33383
1761866_s_at	2.52320	2.54654
1768214_s_at	2.32264	2.35783
1766641_s_at	2.53941	2.29997
1761135_s_at	2.55771	2.37955
1762834_s_at	2.91129	2.98895
1762675_s_at	2.36798	2.37279
1763057_s_at	2.53837	2.40858
1765041_s_at	2.40105	2.40113
1761516_s_at	3.20994	3.21012
1768580_s_at	2.46897	2.57084
1764339_s_at	2.80820	2.66064
1762102_s_at	2.50154	2.43900
1768030_s_at	2.45569	2.41293
1763538_s_at	4.33226	4.69185
1764365_s_at	2.58603	2.62998
1764407_at	2.75594	2.50507
1760508_s_at	2.35956	2.35966
1767231_s_at	2.66053	2.42831
1765436_at	2.40897	2.40908
1762409_s_at	3.06809	3.04720
1768444_s_at	2.66123	2.60197
1762307_s_at	2.45980	2.49716
1766389_at	2.34608	2.34616
1768010_s_at	2.46777	2.46790
1761941_s_at	2.52205	2.63072
1762569_s_at	2.46104	2.34025
1767176_s_at	2.40455	2.38526
1764939_at	2.40533	2.43423
1761704_s_at	2.33499	2.36847
1765083_at	2.27347	2.27441
1759109_s_at	2.36524	2.36507
1764489_s_at	2.30910	2.30891
1762418_s_at	2.31950	2.31938
1759081_s_at	2.59565	2.39937
1766084_at	5.48768	5.19483
1760934_s_at	3.74590	3.74569
1767200_at	2.32936	2.32907
1765118_s_at	3.86784	3.86745
1766273_s_at	2.41936	2.49694
1766344_s_at	4.37532	4.23379
1765993_s_at	2.90533	2.70612
1760586_s_at	2.45002	2.39866
1761713_s_at	2.35444	2.35393
1769140_at	2.33551	2.33525
1764215_s_at	2.52741	2.52687
1766174_s_at	4.05303	4.05249
1766321_at	2.39896	2.39984
1766934_at	2.98162	2.98206
1759745_at	2.54977	2.55039
1760915_s_at	2.30258	2.30293
1761672_at	2.31397	2.31477
1768024_at	2.76448	2.67289
1759718_s_at	2.46188	2.46146
1760148_at	2.30460	2.32533
1768651_s_at	2.61948	2.62037
1762922_s_at	2.36480	2.36573
1765010_at	2.35672	2.35625
1760117_at	2.36185	2.36090
1762403_at	2.49573	2.49670
1763229_s_at	2.32644	2.32596
1762348_at	2.38539	2.38638
1766040_at	2.57400	2.44678
1759739_at	2.32448	2.32343
1762252_s_at	2.49003	2.48948
1762577_s_at	2.35484	2.35429
1762519_s_at	2.35110	2.35167
1763300_at	2.39445	2.39560
1760349_s_at	2.35806	2.35747
1764897_at	2.39273	2.39156
1765394_at	2.33889	2.33770
1760717_s_at	2.41404	2.41279
1763774_s_at	2.32068	2.32006
1768932_s_at	2.33649	2.33586
1761570_s_at	2.31320	2.40694
1763531_s_at	2.38479	2.38612
1760084_s_at	2.50300	2.50197
1765404_s_at	2.43096	2.43200
1768915_at	2.55450	2.55555
1759379_s_at	4.12620	4.12834
1759451_s_at	2.36084	2.36198
1766103_s_at	2.41563	2.41483
1759367_at	2.43236	2.43151
1767224_s_at	3.19248	3.19375
1769044_s_at	2.37424	2.37516
1766973_s_at	2.40332	2.40430
1767283_s_at	2.39747	2.39850
1767490_s_at	2.32493	2.32599
1759073_at	2.37479	2.37640
1763374_s_at	2.63179	2.63287
1768320_at	2.54905	2.54798
1761396_at	2.33986	2.33876
1766762_s_at	2.56030	2.55919
1759911_s_at	2.41447	2.41673
1759420_s_at	2.31793	2.33459
1759682_at	2.42504	2.42387
1760554_s_at	2.37919	2.37802
1759207_at	2.59891	2.59769
1768823_at	2.42272	2.42150
1762406_s_at	2.62898	2.63285
1764651_at	2.44179	2.44048
1765292_s_at	2.31907	2.31773
1761489_s_at	2.37090	2.36884
1764368_s_at	2.37650	2.37872
1762645_s_at	3.15952	3.16427
1766846_s_at	3.67236	3.67469
1768358_s_at	2.39403	2.39239
1759430_s_at	2.97935	2.98288
1759681_s_at	2.51348	2.51169
1766486_at	2.32193	2.32484
1768136_s_at	2.37423	2.30980
1760610_s_at	2.40073	2.39866
1760908_s_at	6.50891	6.51736
1764257_s_at	2.41256	2.41048
1764980_s_at	2.47276	2.47058
1768416_s_at	2.38751	2.38531
1769256_s_at	3.54695	3.54011
1767189_s_at	2.32547	2.32307
1761733_s_at	2.42058	2.41543
1762690_s_at	2.33680	2.33946
1764620_s_at	2.37857	2.38118
1766334_s_at	2.60686	2.60294
1760032_s_at	2.40615	2.40898
1766901_s_at	2.35927	2.35649
1769190_at	2.40068	2.40358
1767568_s_at	2.52472	2.52002
1765086_s_at	3.95113	3.95593
1760185_s_at	3.19373	3.07788
1762930_at	2.43916	2.43219
1763212_s_at	2.42921	2.43363
1766775_at	2.70964	2.69965
1763270_at	2.53383	2.53938
1763472_s_at	2.39187	2.39710
1768297_s_at	3.07876	3.05014
1759789_s_at	3.22369	3.20190
1760402_s_at	2.61330	2.62688
1760461_s_at	2.44479	2.45129
1762379_at	3.12999	3.10910
1765728_s_at	2.75329	2.76628
1766662_s_at	3.56499	3.55179
1767543_s_at	2.91712	2.89770
1764635_s_at	4.89516	4.91062
1761541_s_at	2.69994	2.74557
1759858_x_at	2.42242	2.44748
1764805_s_at	2.35306	2.37878
1766242_s_at	2.42946	2.44234
1766404_s_at	4.48405	4.44646
1767321_s_at	7.95910	8.00034
1767742_s_at	2.47600	2.46028
1760367_s_at	2.62070	2.64855
1761953_s_at	3.42842	3.40195
1763510_s_at	5.48148	5.43183
1764580_s_at	2.54130	2.58005
1759107_s_at	3.39206	3.30576
1759857_s_at	2.99979	3.07087
1760491_s_at	2.94679	2.98697
1760820_s_at	2.57642	2.53886
1763890_at	2.45886	2.50370
1764259_s_at	3.28194	3.16116
1764582_s_at	6.69593	6.53213
1764813_s_at	3.60830	3.76942
1766374_s_at	2.75501	2.71978
1767024_s_at	2.31524	2.29407
1759149_at	2.35469	2.35482
1759239_s_at	3.33089	3.29805
1759314_s_at	2.51097	2.50827
1759431_s_at	2.52468	2.58333
1759558_s_at	2.64384	2.65610
1759683_s_at	2.77914	2.89081
1759697_s_at	3.08250	3.08271
1759720_at	2.42537	2.43430
1759754_s_at	2.42648	2.43291
1759803_s_at	3.22855	3.15616
1759805_s_at	3.09692	3.09697
1759831_at	2.92477	3.02222
1759881_s_at	2.32735	2.32718
1759898_s_at	2.59719	2.59885
1760004_at	2.63354	2.51978
1760058_s_at	2.49286	2.47182
1760246_s_at	2.44636	2.44723
1760289_s_at	3.10152	3.10297
1760368_s_at	2.98437	3.03257
1760457_s_at	5.52700	5.51969
1760530_s_at	4.45446	4.08952
1760532_s_at	2.36983	2.36932
1760563_at	2.56763	2.43950
1760691_s_at	3.36389	3.39398
1760692_s_at	2.67229	2.65698
1760778_s_at	2.44786	2.44881
1760862_s_at	3.88359	3.88386
1760896_s_at	2.53835	2.54597
1760897_s_at	2.39233	2.39300
1761073_s_at	2.55533	2.47016
1761076_s_at	2.76776	2.68312
1761079_s_at	2.57173	2.57264
1761143_s_at	2.81567	2.85537
1761181_at	2.59776	2.63540
1761219_s_at	2.48761	2.46670
1761271_at	2.38309	2.38417
1761331_s_at	3.74353	3.77107
1761339_s_at	2.47478	2.47472
1761358_s_at	2.42613	2.43172
1761409_at	2.37050	2.37001
1761432_s_at	3.04119	2.99657
1761481_s_at	2.54475	2.54637
1761490_s_at	2.42115	2.42238
1761624_s_at	3.71249	3.63761
1761873_s_at	2.93548	2.92519
1761894_s_at	2.52058	2.51946
1761999_s_at	7.79614	7.58472
1762072_s_at	2.48751	2.48628
1762088_s_at	2.83353	2.83480
1762141_s_at	2.39980	2.39741
1762142_at	2.44516	2.44431
1762193_s_at	2.43283	2.36295
1762197_s_at	2.34335	2.34484
1762201_s_at	2.32416	2.32748
1762254_s_at	2.37693	2.37798
1762359_s_at	2.45847	2.45992
1762384_at	2.50135	2.50208
1762399_s_at	2.43295	2.42279
1762555_s_at	3.23465	3.24014
1762693_s_at	2.75840	2.58215
1762730_at	2.35419	2.37929
1762912_s_at	4.65162	4.65362
1762984_s_at	2.42008	2.43299
1763092_at	2.52039	2.51618
1763194_s_at	3.74404	3.81125
1763210_at	2.42907	2.42784
1763290_s_at	3.51007	3.58407
1763430_s_at	6.17537	6.19684
1763559_at	2.35337	2.35410
1763618_s_at	2.48718	2.44717
1763716_s_at	3.86603	3.86750
1763719_s_at	2.33842	2.33936
1763729_s_at	2.49041	2.48919
1763737_s_at	2.69568	2.69651
1763837_s_at	3.80344	3.74010
1763844_s_at	2.39068	2.39430
1763872_s_at	2.50532	2.50440
1763880_s_at	2.28694	2.28579
1763998_s_at	2.96118	2.85169
1764148_at	4.90459	4.94893
1764250_s_at	2.49381	2.49335
1764261_s_at	3.35451	3.33652
1764337_s_at	2.49299	2.47014
1764362_s_at	2.96556	2.96757
1764372_s_at	2.59042	2.59010
1764413_s_at	2.76311	2.76457
1764425_s_at	3.52189	3.43657
1764435_s_at	2.47962	2.48775
1764509_s_at	2.47617	2.47697
1764564_s_at	2.36177	2.36133
1764693_at	3.82045	3.78034
1764757_s_at	3.03694	3.13113
1764837_s_at	2.41560	2.41532
1764902_at	2.32761	2.32671
1764916_at	2.38585	2.44856
1764957_s_at	2.43788	2.43883
1765078_s_at	2.36727	2.36838
1765113_s_at	2.47312	2.46637
1765270_s_at	2.38898	2.39005
1765354_s_at	6.19912	6.20001
1765367_at	2.45738	2.45756
1765391_s_at	2.35233	2.35263
1765524_s_at	2.30604	2.30612
1765599_s_at	2.42364	2.42279
1765782_s_at	2.35755	2.35737
1765885_s_at	4.19243	4.16295
1766037_s_at	2.34651	2.34965
1766165_s_at	2.75054	2.75531
1766257_s_at	3.70134	3.53628
1766327_at	2.88093	2.93984
1766376_s_at	2.37964	2.37988
1766377_s_at	2.37161	2.37948
1766407_s_at	2.31074	2.31091
